S.No,text,Label
2236,"ఆశ్చర్యం ఏంటంటే చాలామంది ట్రాక్ క్రాస్ చేసి వచ్చేసారు...బహుశా ఇప్పటికయినా అక్కడొక గేట్ ఉండాలని,దాన్ని అక్కడి వారందరూ పాటించాలని కోరుకుందాం...",non-hate
2237,In direct reshmi ke kiss aadiga du sudheer bhaiyya,non-hate
2238,Manu garu meru involve avvakandi chala chiraku ga vuntundhi,hate
2239,తమ్ముడు రష్మీ కూడా నీ పాట కు ప్రాణం పోసింది,non-hate
2240,Annaiah Ani sarlu vinna vinnali anipistundi annaiah ni songs,non-hate
2241,Nv enjoy chestu bale padavu,non-hate
2242,Enti bhaya ala shock ichav ammaikudu la unde vadivi,non-hate
2243,Trolls chese vallaki pandage e video tho,non-hate
2244,Ma sudheer anna ekkadunte akkade navvulu,non-hate
2245,Late iena parlaydhu movie mamuluga vundakudadhu movie,non-hate
2246,Mangli enni songs padi peruthechukundho valla sister ee okka song tho antha Peruthechukundhi you success continue like this sister,non-hate
2247,Vedoka pulkagadu vinikanna Prakash Raj better,hate
2248,"రమేష్ మాస్టర్ డ్యాన్స్ ప్రాక్టీస్ సూపర్, ఇదీ పద్దతి",non-hate
2249,Yevaru e mogudu vadilesina pativratha ?!! ,hate
2250,నీ బతుకు ఏంటి నువ్వు ఏం పనులు చేస్తావ్,hate
2251,Ni batuku yente,hate
2252,Veedi maatalaku yentha mandi kodathaaru veeni,hate
2253,Karma ra Swami,hate
2254,"Naaku okasari pisakalani undi, APsommullu tini.telangana lo pisikinchukuntunnaru",hate
2255,Chi yentra makikarma,hate
2256,Moddakuduv,hate
2257,"Apande ra me ranku veshalu, me kullu comedy",hate
2258,"Mee chatha face llu 
Mee kullu comedy tu",hate
2259,Chachi urukuntav....anni thaguthe,hate
2260,ఇండియన్ మైకేల్ జాక్సన్ ప్రభుదేవా గారు,non-hate
2261,Telugu tamil industry la ki break dance nerpindhe prabhudeva..meru evergreen dancer sir,non-hate
2262,Idhi dance ante super anna nee daggara evaraina sariporu mee vantilo undhi,non-hate
2263,Hema kuturu chala chala baguntadi chala suma show lo chusanu,non-hate
2264,Panikimalina,hate
2265,Deeniki doolekkuva kovvu baga patti unnadi,hate
2266,Ranku mundalu meru antha,hate
2267,బొంగేం కాదు నువ్వు ఇంటికి వెళ్లి చూడు నీకే తెలుస్తది,hate
2268,Pakkode meda pade edvadam tappa inkem radhu vedeki,hate
2269,Veedu aadi gaadu maaradu veediki stage cleaning pani ivvandi,hate
2270,Aree aadi entra ni balupu... Koncam siggu emaina unda,hate
2271,Arey cheppu tho kodatha,hate
2272,Nee video chusanu bagundi vishnu,non-hate
2273,Kallu dengaya broo,hate
2274,Pulihora raja gadu.. appudu choosina ladies tho pulihora kaluputhu untadi.. niku vere pani leda .. anni overaction video lu chestadu ..,hate
2275,Ekkuva seyaku inka chalu,hate
2276,Kama kukka,hate
2277,Audience be like :- Bengu ! Athi bengaku,hate
2278,Charan cute cute expressins  chala bagunnadu,non-hate
2279,Migataa pannendu gantalu bathrooms clean cheskuntavara dyper aadhi,hate
2280,Eetv lekapote adukku tine vallu,hate
2281,"Ari pulka family chusi videos aa evi
Control words",hate
2282,Nag garu chaitanya so beautiful.  చాలా బాగున్నారు మా అభిమాన హీరోలు,non-hate
2283,Gunturodi yetakaram ante itlane untadi mari ,non-hate
2284,అట్లుంటది మా ప్రభాస్ అన్న తోటి కెవ్వు కేక అంతే,non-hate
2285,"Ok Andi Mari vallu sampadinchukovadanike ga ,vallu hero avadanike ga , maku 3 or 4 avutundi office nundi camp nundi ravadaniki  adi ma family kosam andaru ante, javan lanti valla to manakenti polika",non-hate
2286,ఎవరు ఈవిడ ఒక ఫుల్ కొట్టి వచ్చినట్లు ఉంది,hate
2287,Akka niku ekkuva inda endi...mata sariga ratle,hate
2288,Meeru moosukunte baguntadi,hate
2289,Guvva Balupu bagundhe niku,hate
2290,Super cute జోడీ God bless యూ,non-hate
2291,So much transformation in శ్రీముఖి.  Very good anchoring...,non-hate
2292,Chala manchi singer  but win avvaladu but he will reach his success,non-hate
2293,Deeni over ackshan ekkuva aiendi Chitra gari voice kanty emi baga lydu avidaaa chala paddathi ga untaru,hate
2294,"Dabulu iste adi padindi
Dabulu iste villu act chesaru
Lavadaga laga undi set kaledu",hate
2295,E bogada aadi gadu unte show sanka nakinatte,hate
2296,Amma pai joke enty raaa..... Avulagallraa,hate
2297,Tokka jokes,hate
2298,Adhi nuv ekkuvachaiku ra kojja,hate
2299,Pilla puk comedy,hate
2300,Chala worst ga undi,hate
2301,Modda lo comedy,hate
2302,Specs teyi ra yedava,hate
2303,Amma anaadhi.. inkokadu vastunaadu antaadhi.. nee bongulo comedy nuvu,hate
2304,నోరు ముయ్. వాడు పరిపాలనా చేతగాని వాళ్లకి అన్న... అంతే.,hate
2305,ఇలాంటి వెదవ పనులు మానండి,hate
2306,Inni rojulaki veedni correct ga dengaruuu,hate
2307,Sollu nayala,hate
2308,Vidu vidi Kullu jokulu thuuuu,hate
2309,Reyyy houleee chaduvu meedha jokulu coment cheyyakuuu... .. Daridrudaaa,hate
2310,Ayithe poyi master gaadi modda guduvu,hate
2311,Orey adhiga guddha mue,hate
2312,Nuv velli vani solla cheeku aithe,hate
2313,"God bless your relation madam, జై సుధీర్ అన్న",non-hate
2314,నువ్వు సుధీర్ ని ఏనాడు పొగిడావులే నిన్న అయితే సుధీర్ ఎన్నోసార్లు పొగిడాడు చెత్త నా జఫ్ఫా,hate
2315,నిన్ సుతే నిన్ను చూస్తే చంప పగల్గొట్టల్ అనిపిస్తూవుంది రో,hate
2316,దీని దిక్కుమాలిన డాన్స్ ఏంటో???,hate
2317,"Nattu ga , neku manishiki undalsina lakshanam okkati kooda ledhu kadha ra.",hate
2318,ఈ మాట చాలు. ఈ ధైర్యం చాలు. ,non-hate
2319,ఇలాంటి సెలబ్రిటీలు ఇలా షోష్ కు రావాలి sir,non-hate
2320,తెలుగు తేజం ఇలాంటి మెడల్స్ . ఇంకా తీసుకొని రావాలని కోరుకుంటున్నాము,non-hate
2321,Etuvanti interviews kadhaa manaki kavalsinavi,non-hate
2322,Ilantivi kaadha ee generation ki inspiring untadhi...plz do more,non-hate
2323,Superb మా,non-hate
2324,Bagunnavu chai and pallavi,non-hate
2325,Nv ni mokam,hate
2326,ఈ మొహం చూస్తే నక్ చాలా ఛిరక్ గా అనిపిస్తుంది,hate
2327,Deenni chusina prati sari naku penta kurchunna feeling vastandi ,hate
2328,నిఖిల్ నీకు సూపర్ జోడి కావ్య,non-hate
2329,Kavya చాలా అమాయకురాలు.,non-hate
2330,దాని పువ్వు తాడిసిందో లేదో పోయి చూడు నీ నిమ్మకాయ వార్తలు..,hate
2331,Erripukulu,hate
2332,"ఇంత అందంగా ఎలా అంది మీరు
మీలానే మీ స్వరం కూడా చాల అందంగా ఉంది",non-hate
2333,Chala chala bagunnav and nee voice kuda,non-hate
2334,Patakanna manishi bavundi,non-hate
2335,Abbo iragadesindi song vere level,non-hate
2336,Modda gudisipotav bollywood content lamti movies tistey,hate
2337,Thu vedu mokam tagaletta,hate
2338,నిజంగా మీరు హీరోయిన్ లా ఉన్నారు,non-hate
2339,కామెడీ కింగ్ బ్రహ్మీ గారు,non-hate
2340,Brahmi ekkada untee akkada comedyy,non-hate
2341,"బ్రహ్మీ సాఫ్ట్వేర్ ఇంజనీర్, ఐ లవ్ యు బ్రహ్మ sir ",non-hate
2342,Sir malli meeru industry ki ravalai sir,non-hate
2343,సినీ కళామతల్లి ముద్దుబిడ్డ మెగాస్టార్ చిరంజీవి గారు హ్యాట్సాఫ్ టు యూ అన్నయ్య,non-hate
2344,తల్లి తండ్రుల పెంపకం అలా ఉండాలి హాయ్ నమస్తే అంటూ ఎంతో బాగుంది,non-hate
2345,పాప ఇతరులకు నమస్తే పెట్టడం చాలా బాగుంది ఇది మన సంప్రదాయం అంటే,non-hate
2346,Nu thopu director anna,non-hate
2347,రంగస్థలం అప్పట్లో పాన్ ఇండియా మూవీ గా తిస్తె రికార్డ్స్ అన్ని బద్దలయ్యేవి,non-hate
2348,Theatre lo chusi masth enjoyed,non-hate
2349,Avinash మంచోడు బ్రో episode mottham choodu just నాగబాబు అనమని చెప్పాడు అంటా బ్రో episode lo...,non-hate
2350, ఆ పాప సాహసం గొప్పదే.. కానీ ఆ soldier ఓపిక కూడా గొప్పదే.... ,non-hate
2351,మరి సైనికుడి ఓపిక,non-hate
2352, Iddaru same dress try cheyandi ,non-hate
2353," ఎవడు బిక్షం వేసే వారి భజన చేయాలి, దీన్ని బట్టి చెప్పొచ్చు అన్న నువ్వు ఎందుకు టిఆర్ఎస్ భజన చేస్తున్నావు అని ",hate
2354, Nuvu chepu ra lakadikapul Dubai ki yenduku velado donga malligadu ,hate
2355, Okka kcr thappa vere party vallaki amathram chepparu e thenmar ,non-hate
2356, Nvvu first e channel dheni kosam pettinav kcr kosama peoples ki emaina prayojanam vundhara entha sepu kcr sanka nakuthunnav ,hate
2357, Arey Nuvu poyyi KCR gandhi Naku ra. Manchiga matladithey memu kuda manchiga matladtham. ,hate
2358, arey shankar ga nvvu kcr sanka nakaku ra ,non-hate
2359,"Idhi kadha ...kavalsidhi...
Jai kcr",non-hate
2360,Rey first education health free ivvu racountry m cheddam anukuntunnav ra telangana katham chesina,non-hate
2361,"ondarga sachipora taagubothu KCR
Talangana ki pattina daridram potadi",hate
2362, శంకర్ రావు  జర ని భాష ఏంది బై  ఏం మాట్లాడుతున్నావ్ నీ కెమన్న జర్నలిజం విలువలు తెలుసా ఎంతిట్టుడు అది మార్చు భాష ,non-hate
2363, నువ్వు ఎవడి ఉంపుడుగత్తెవో అందరికీ తెలిసిందే ,non-hate
2364, నువ్వు తెరాస పార్టీ ..ఉంపుడు గత్తేనె కదా రా నువ్వు ,non-hate
2365, Anna samskaram undali koncham manishiga puttinappudu. Sampadhinchali ante elagaina sampadhinchochu kaani ilanti bhaashani janalaku nerputhu kaadhu. ,non-hate
2366, తెలంగాణ గౌరవాన్ని గుజరాతీ తాడిపార్ పడాల  ముందు ఉంచిన నత్తి గంజయ్..!! ,non-hate
2367,Veedu gelisthe telangana people dhi kuda adhe situation,non-hate
2368, Dinikanna sigguchetu inkoti oundadhu  mery ma cm anni telangana pattina peedha,hate
2369, Thappem ledu cheppulu andisthe...oka IAS CM kaallu mokkithene anni muskoni unna meeku idela thappuga anipisthundi.. ,non-hate
